OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,TotalUseTypeNumber,BuildingAge,Building(s)_Proportion,Parking_Proportion,LargestPropertyUse_Proportion,SecondLargestPropertyUse_Proportion,ThirdLargestPropertyUse_Proportion,GFAPerBuilding,GFAPerFloor,ElectricityUseCategory_PrimaryPropertyType,SteamUseCategory_PrimaryPropertyType,NaturalGasUseCategory_PrimaryPropertyType,ElectricityUseCategory_BuildingType,SteamUseCategory_BuildingType,NaturalGasUseCategory_BuildingType,ElectricityUseCategory_AgeGroup,SteamUseCategory_AgeGroup,NaturalGasUseCategory_AgeGroup,DistanceToCenter,SiteEnergyUse(kBtu)_log
1,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,60.0,1,89,1.0,0.0,1.0,0.0,0.0,88434.0,7369.5,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.8000502801282303,15.793246493880627
2,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Food Service,61.0,3,20,0.8545468590077825,0.1454531409922175,0.8099183129598517,0.1454531409922175,0.04462854604793079,103566.0,9415.091,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,0.7870765132003066,15.942304802589588
3,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,43.0,1,47,0.7942517074395206,0.20574829256047944,0.791219629540534,0.0,0.0,956110.0,23319.756,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,High_steam,Medium_gas,0.9701094014976077,18.100296744814614
5,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,56.0,1,90,1.0,0.0,1.0,0.0,0.0,61320.0,6132.0,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.9441393453426473,15.731636529382916
8,NonResidential,Hotel,98121.0,7,DOWNTOWN,Lodging,Parking,Other,75.0,3,36,0.6468846110035311,0.3531153889964688,0.7030698257204693,0.38733910468162663,0.0,175580.0,9754.444,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.0480915783667253,16.466821574984518
9,Nonresidential COS,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,17,0.6176506866211661,0.382349313378834,0.9130622481703807,0.0,0.0,97288.0,48644.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,1.1645352602472578,16.307609365403174
10,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,27.0,1,90,1.0,0.0,0.9800501156515035,0.0,0.0,83008.0,7546.182,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.8579480024178852,15.566238983044945
11,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,90,1.0,0.0,1.0,0.0,0.0,102761.0,12845.125,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.7881029529701082,15.6557637188467
12,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,43.0,1,112,1.0,0.0,1.0,0.0,0.0,163984.0,10932.267,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.36466678110580003,16.434643640030767
15,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,30.0,1,47,0.8741275634454797,0.12587243655452035,0.8741275634454797,0.0,0.0,153163.0,13923.909,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,High_steam,Medium_gas,0.1741979923549935,16.589139051954007
16,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,36.0,1,18,0.8164303551276202,0.18356964487237976,1.0103969073402645,0.0,0.0,333176.0,13327.04,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,High_elec,Medium_steam,High_gas,0.13368098560982344,17.109163967888286
17,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,48.0,1,88,1.0,0.0,1.0,0.0,0.0,65009.0,7223.222,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.1345812813958709,15.701982831633819
18,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Missing,58.0,2,36,0.8176938269104168,0.18230617308958322,0.9353034638172887,0.18230617308958322,0.0,315952.0,9574.303,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Medium_steam,Medium_gas,0.21016375993614167,16.921234033977285
19,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Missing,35.0,2,94,0.7266514806378133,0.2733485193621868,0.7309903460245146,0.2733485193621868,0.0,92190.0,8380.909,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Low_elec,Extreme_high_steam,Low_gas,0.15226185761955002,16.190417335793235
21,Nonresidential COS,Other,98154.0,7,DOWNTOWN,Other,Parking,Commercial,,3,12,0.8616504854368932,0.1383495145631068,0.8857111650485436,0.11893203883495146,0.0026067961165048546,412000.0,37454.545,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,High_elec,Medium_steam,Zero_gas,0.07275978028168079,16.738073088320842
22,NonResidential,Other,98104.0,7,DOWNTOWN,Recreation,Commercial,Other,,3,86,1.0,0.0,0.8661258192106707,0.38494480853807583,0.0,103911.0,17318.5,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.0971939499110217,16.113725817126603
23,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Parking,Missing,31.0,2,33,0.7958110026640659,0.20418899733593415,0.8367641088591601,0.20418899733593415,0.0,416281.0,14867.179,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.11997432203580115,17.328748801997715
25,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,39.0,1,100,1.0,0.0,1.0,0.0,0.0,104352.0,10435.2,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Low_elec,Extreme_high_steam,Low_gas,0.2715806660934113,16.13343824905496
26,NonResidential,Other,98104.0,7,DOWNTOWN,Other,Missing,Missing,76.0,1,100,1.0,0.0,0.9940595158783033,0.0,0.0,540360.0,54036.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.41234868254011725,17.621827854829043
27,NonResidential,Other,98104.0,3,DOWNTOWN,Other,Missing,Missing,,1,31,1.0,0.0,1.0,0.0,0.0,385274.0,20277.579,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.3853948480280994,17.683786733207448
29,NonResidential,Hotel,98105.0,4,NORTHEAST,Lodging,Parking,Missing,84.0,2,15,0.6547543796279574,0.34524562037204265,0.6547543796279574,0.34524562037204265,0.0,88592.0,14765.333,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,6.03597845001104,15.113939222722186
30,NonResidential,University,98121.0,7,DOWNTOWN,Education,Missing,Missing,,1,88,1.0,0.0,0.9874163658338139,0.0,0.0,126593.0,18084.714,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.3664782306688315,16.24417193569497
31,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,86,1.0,0.0,1.0,0.0,0.0,67224.0,33612.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.9832821723552617,14.08571907185736
32,NonResidential,Hotel,98101.0,7,EAST,Lodging,Parking,Retail,,4,25,0.8090385439511961,0.19096145604880385,0.7101010864907106,0.2646903123345686,0.028359676321560917,158676.0,19834.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,0.7859917021142739,15.488496344757419
33,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,57.0,1,15,0.7772625184736947,0.22273748152630538,0.7500552756217053,0.0,0.0,171866.0,17186.6,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.3071688954444172,16.219018866344626
35,NonResidential,Hotel,98121.0,7,DOWNTOWN,Lodging,Missing,Missing,57.0,1,38,0.7631925157140769,0.2368074842859231,0.7015640988159626,0.0,0.0,68410.0,13682.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.2740359698081973,15.309922617717225
38,NonResidential,Small- and Mid-Sized Office,98070.0,4,LAKE UNION,Commercial,Education,Other,,4,110,1.0,0.0,0.46919621370126746,0.20802869519378422,0.04935710847791708,87262.0,29087.333,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,6.438555285482413,15.23763563788641
40,NonResidential,Hotel,98105.0,4,NORTHEAST,Lodging,Missing,Missing,29.0,1,22,1.0,0.0,1.0,0.0,0.0,81871.0,20467.75,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,7.0622879003744625,15.71291592712419
41,NonResidential,Self-Storage Facility,98105.0,4,NORTHEAST,Other,Missing,Missing,,1,61,1.0,0.0,0.2376400014498532,0.0,0.0,110356.0,55178.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,6.74074725838361,12.670956354385986
46,NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,Warehouse,Warehouse,Commercial,,3,55,1.0,0.0,0.8626303222960531,0.3865031963534264,0.09942654688801911,238031.667,357047.5,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,11.033893075110885,17.616180930806593
50,SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,Education,Missing,Missing,97.0,1,26,1.0,0.0,1.0,0.0,0.0,54986.0,27493.0,Medium_elec,Zero_Steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,7.118672956517063,14.316455679938992
52,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,Commercial,Warehouse,Missing,57.0,2,55,1.0,0.0,0.5857323498419389,0.4142676501580611,0.0,94900.0,47450.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.719558196604915,15.637873995032086
53,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,Commercial,Education,Missing,83.0,2,116,1.0,0.0,0.9709822278037827,0.14935114358564525,0.0,52554.0,26277.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,3.2705797270317225,14.897767236540313
54,NonResidential,K-12 School,98103.0,6,NORTHWEST,Education,Missing,Missing,95.0,1,62,1.0,0.0,1.0,0.0,0.0,175015.0,58338.333,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,9.200520935690125,15.760669210431033
55,NonResidential,Self-Storage Facility,98121.0,7,DOWNTOWN,Other,Other,Commercial,,3,105,1.0,0.0,0.5445697447085824,0.3994701498880798,0.054670897911767206,70586.0,23528.667,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.6523321732864127,14.584984319173593
56,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,67.0,1,47,0.3800006020288372,0.6199993979711628,1.049426567532585,0.0,0.0,332210.0,13842.083,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.3747902463246201,16.598247301911137
57,NonResidential,Large Office,98101.0,7,DOWNTOWN,Commercial,Retail,Commercial,78.0,3,43,1.0,0.0,0.6148291348184278,0.3906611545668144,0.0029325164322041458,168115.0,33623.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.659465630825373,16.070601656398004
58,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Other,Other,,4,96,1.0,0.0,0.9010761301107474,0.09892386988925263,0.0,57428.0,28714.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.655903564412712,14.036542280937914
59,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,Commercial,Retail,Missing,14.0,2,106,1.0,0.0,0.5883333333333334,0.08405723905723905,0.0,59400.0,7425.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,0.6466605635135613,15.439240846064969
62,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Food Service,71.0,3,86,0.8981791268730863,0.10182087312691364,0.8474866678832856,0.10182087312691364,0.050692458989800675,98634.0,4931.7,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.7016476485367688,15.392703855589147
63,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Other,63.0,3,34,0.8524519921304511,0.14754800786954894,1.0,0.11835302732214055,0.0,994212.0,29241.529,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Medium_steam,Medium_gas,0.5282085835778653,18.20338527174069
65,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Retail,98.0,4,31,1.0,0.0,0.5810260014054813,0.19297259311314124,0.13498243148278286,71150.0,10164.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.8122363666065935,15.492291181118645
66,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Other,Retail,99.0,3,108,1.0,0.0,0.7194853839263904,0.21537334093314878,0.06514127514046088,122810.0,17544.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.9017584548679631,15.502146242770712
67,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,86.0,2,57,0.6240622763379958,0.3759377236620042,0.6240622763379958,0.3759377236620042,0.0,113173.0,22634.6,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.7664428229655116,15.480259139319724
68,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Food Service,Missing,84.0,1,16,0.7691305590450174,0.23086944095498263,0.714821239855636,0.019939781858786466,0.0,150453.0,21493.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.730376252157303,15.719882384569159
69,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,80.0,1,19,0.7575236457437661,0.24247635425623387,0.7608770421324161,0.24333619948409285,0.0,116300.0,19383.333,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.76793660311545,15.578115209171504
70,NonResidential,Hotel,98119.0,7,MAGNOLIA / QUEEN ANNE,Lodging,Missing,Missing,81.0,1,18,0.7638590763614863,0.23614092363851363,1.0,0.0,0.0,155602.0,25933.667,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.579808266538041,15.737845116755992
73,NonResidential,K-12 School,98136.0,3,EAST,Education,Missing,Missing,76.0,1,105,1.0,0.0,1.0,0.0,0.0,56072.0,18690.667,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,3.623288565422267,14.989474182393874
77,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,Lodging,Parking,Missing,94.0,2,17,0.6348603406484359,0.36513965935156417,0.6348603406484359,0.36513965935156417,0.0,122942.0,30735.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.3089168491763554,15.490237022692243
82,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,Commercial,Missing,Missing,71.0,1,54,1.0,0.0,1.0,0.0,0.0,54984.0,27492.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.7048034385549709,15.031968695130814
86,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,74.0,2,8,0.7534927410437202,0.2465072589562798,0.7534927410437202,0.2465072589562798,0.0,84103.0,14017.167,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.5211467811956036,15.125491006015494
89,NonResidential,Medical Office,98122.0,3,EAST,Commercial,Missing,Missing,48.0,1,51,1.0,0.0,1.0,0.0,0.0,0.0,59671.333,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.060590891428601,16.630982508920763
95,NonResidential,Hotel,98104.0,3,EAST,Lodging,Missing,Missing,71.0,1,108,1.0,0.0,1.0,0.0,0.0,76631.0,10947.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.4957606721919087,15.797719504432823
98,NonResidential,Retail Store,98109.0,7,LAKE UNION,Retail,Missing,Missing,96.0,1,87,1.0,0.0,1.2358024691358025,0.0,0.0,58320.0,29160.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.8525123151562095,13.864062241318464
100,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Other,96.0,4,6,1.0,0.0,0.8277617244061131,0.47651957281872614,0.04786188058399145,316306.0,63261.2,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.0324045723525637,16.43988599121853
102,NonResidential,Hotel,98109.0,3,LAKE UNION,Lodging,Parking,Missing,37.0,2,26,0.8417396407448129,0.15826035925518714,0.8335766784627187,0.18219774236998124,0.0,282863.0,40409.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.2500131827650556,16.783835919798648
103,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,1.0,0.0,0.9460154241645244,0.0,0.0,389000.0,389000.0,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Extreme_high_steam,Medium_gas,Medium_elec,Medium_steam,Medium_gas,2.4099546791383806,16.979253262582553
104,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,1.0,0.0,0.7126177189654983,0.0,0.0,91213.0,91213.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Medium_steam,Zero_gas,2.4099546791383806,15.912442804053937
106,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,78,1.0,0.0,0.7031319035055607,0.0,0.0,396085.0,79217.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,High_steam,Zero_gas,2.4099546791383806,16.857889127815785
107,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Other,91.0,3,6,1.0,0.0,1.048084378702989,0.5438180102882927,0.04586324166986097,571329.0,47610.75,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.6884967156192274,17.49448837728937
110,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,1.0,0.0,1.0,0.0,0.0,52000.0,26000.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Medium_steam,Zero_gas,2.4195049252546657,14.818481612035468
111,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,88,1.0,0.0,1.7793594306049823,0.0,0.0,60696.0,60696.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,2.4195049252546657,13.683057797692378
112,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,88,1.0,0.0,1.129564049334473,0.0,0.0,262048.0,131024.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,2.4484523379974927,16.84676676808224
113,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Commercial,Warehouse,,5,30,0.9644927536231884,0.035507246376811595,0.6929347826086957,0.07821557971014492,0.06870471014492753,0.0,33120.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,2.3163146208390604,15.242540649883813
114,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Other,93.0,3,6,0.6700981318664607,0.3299018681335393,0.7925109548358784,0.20097154241047666,0.0065175027536449135,920598.0,153433.0,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.2035821835407625,17.417388953217166
115,NonResidential,Small- and Mid-Sized Office,98033.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Other,68.0,3,46,0.6597693306916143,0.3402306693083857,0.6369779433954837,0.28150053140540326,0.03156941729101334,76213.0,19053.25,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,2.536040736015477,15.061454184654979
116,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,Lodging,Parking,Missing,56.0,2,14,0.6188835001547828,0.3811164998452172,0.6188835001547828,0.3811164998452172,0.0,96910.0,16151.667,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.637896733498858,15.455588144597986
117,NonResidential,Hotel,98105.0,4,NORTHEAST,Lodging,Other,Missing,53.0,2,54,1.0,0.0,1.0,0.0,0.0,25008.5,12504.25,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,5.831448646999225,15.51093825907765
119,NonResidential,K-12 School,98112.0,3,EAST,Education,Missing,Missing,34.0,1,93,1.0,0.0,1.0,0.0,0.0,67743.0,22581.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,2.7899652596016065,14.788892145840842
120,NonResidential,K-12 School,98112.0,3,EAST,Education,Missing,Missing,100.0,1,108,1.0,0.0,1.0,0.0,0.0,194104.0,32350.667,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,3.0676276263519813,15.643255142851357
121,NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,Commercial,Parking,Missing,63.0,2,13,0.6404413021833798,0.35955869781662025,0.6404413021833798,0.35955869781662025,0.0,99433.0,33144.333,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,3.3765699091751245,15.40428871987701
131,NonResidential,Other,98115.0,4,NORTHEAST,Other,Missing,Missing,,1,75,1.0,0.0,0.8669344137577184,0.0,0.0,56521.0,14130.25,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,7.778911519790983,15.665166696232612
132,NonResidential,Other,98115.0,4,NORTHEAST,Other,Parking,Missing,,2,87,1.0,0.0,0.5757681193037394,0.0,0.0,206934.0,103467.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.790979214756324,15.263271186617457
136,NonResidential,Hotel,98133.0,5,NORTHWEST,Lodging,Parking,Missing,89.0,2,15,1.0,0.0,1.0,0.0,0.0,51390.0,12847.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,13.960459533348644,15.09964455525178
138,SPS-District K-12,K-12 School,98133.0,5,NORTHWEST,Education,Missing,Missing,92.0,1,57,1.0,0.0,1.0,0.0,0.0,245587.0,245587.0,Medium_elec,Zero_Steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,13.29253373901889,16.280697632007218
139,NonResidential,Hotel,98133.0,5,NORTHWEST,Lodging,Missing,Missing,78.0,1,14,1.0,0.0,1.0212762880037027,0.0,0.0,69138.0,23046.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,13.28863685186255,14.991842550528414
144,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Parking,Missing,98.0,2,112,1.0,0.0,1.0,0.09975390093203476,0.0,190980.0,38196.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.38522023814261697,15.688234771198152
145,Nonresidential COS,Other,98111.0,7,DOWNTOWN,Other,Missing,Missing,,1,18,1.0,0.0,0.6678986272439282,0.0,0.0,284100.0,47350.0,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Extreme_high_steam,Medium_gas,High_elec,Medium_steam,High_gas,0.40098205141890947,16.499370725162287
147,NonResidential,Hospital,98107.0,6,BALLARD,Other,Parking,Missing,14.0,2,62,1.0,0.0,1.0607290429077605,0.5217237403314724,0.0,71333.25,57066.6,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,7.675254591046521,18.03635162381981
163,Nonresidential COS,Other,98104.0,2,DOWNTOWN,Other,Commercial,Missing,,2,10,1.0,0.0,0.6991137419059454,0.47777814114723005,0.0,61156.0,15289.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,0.6485436391850385,16.052316360384616
167,NonResidential,Other,98104.0,2,DOWNTOWN,Other,Missing,Missing,,1,106,0.8102169733589674,0.1897830266410327,0.7964844822850865,0.0,0.0,72820.0,18205.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.1385469242616286,14.51387193345191
