OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,TotalUseTypeNumber,BuildingAge,Building(s)_Proportion,Parking_Proportion,LargestPropertyUse_Proportion,SecondLargestPropertyUse_Proportion,ThirdLargestPropertyUse_Proportion,GFAPerBuilding,GFAPerFloor,ElectricityUseCategory_PrimaryPropertyType,SteamUseCategory_PrimaryPropertyType,NaturalGasUseCategory_PrimaryPropertyType,ElectricityUseCategory_BuildingType,SteamUseCategory_BuildingType,NaturalGasUseCategory_BuildingType,ElectricityUseCategory_AgeGroup,SteamUseCategory_AgeGroup,NaturalGasUseCategory_AgeGroup,DistanceToCenter,SiteEnergyUse(kBtu)_log
503,NonResidential,Supermarket / Grocery Store,98134.0,2,GREATER DUWAMISH,Retail,Missing,Missing,100.0,1,8,1.0,0.0,1.0,0.0,0.0,63225.0,63225.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,4.163628708863092,15.69077634502157
504,Nonresidential COS,Other,98118.0,1,DELRIDGE,Other,Commercial,Missing,,2,61,1.0,0.0,0.8044647565477236,0.19553524345227632,0.0,0.0,113780.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,4.81095817351396,15.089347963710193
507,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,100.0,1,17,1.0,0.0,1.3389509718404897,0.0,0.0,243044.0,243044.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,4.737463206511045,14.149181195196865
508,NonResidential,Other,98103.0,6,LAKE UNION,Parking,Commercial,Retail,,3,15,0.44224483678974635,0.5577551632102536,0.5577551632102536,0.4154832079699699,0.026761628819776485,280252.0,93417.333,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,4.994406936690511,16.259743032167375
513,NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Parking,Missing,,2,64,0.8044295988685264,0.19557040113147361,1.0833258102374288,0.22569287713279768,0.0,66462.0,22154.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,3.3249587052986858,15.743611706841863
514,NonResidential,Retail Store,98133.0,5,NORTHWEST,Retail,Missing,Missing,72.0,1,19,1.0,0.0,0.8214739662219246,0.0,0.0,131387.0,131387.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,12.764378025941712,15.987196106267435
515,NonResidential,Warehouse,98133.0,5,NORTHWEST,Warehouse,Missing,Missing,38.0,1,17,1.0,0.0,0.7113877118644067,0.0,0.0,94400.0,31466.667,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,13.089975365550812,13.572630389675155
516,NonResidential,Other,98133.0,5,NORTHWEST,Retail,Parking,Missing,,2,52,1.0,0.0,1.1101966041108133,0.0,0.0,18650.0,111900.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,13.305425582847189,16.09940414813465
517,NonResidential,Supermarket / Grocery Store,98133.0,5,NORTHWEST,Retail,Missing,Missing,56.0,1,32,1.0,0.0,1.0,0.0,0.0,0.0,144776.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,13.567724128382105,16.412560667146934
518,NonResidential,Retail Store,98133.0,5,NORTHWEST,Retail,Retail,Missing,79.0,2,49,1.0,0.0,0.5070614035087719,0.4939649122807018,0.0,114000.0,114000.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,13.225553693817615,16.661898209073104
519,NonResidential,Supermarket / Grocery Store,98133.0,5,NORTHWEST,Retail,Parking,Missing,78.0,2,19,1.0,0.0,0.999640596609628,0.0,0.0,50083.0,50083.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,13.076604459386392,15.974651517631253
520,NonResidential,Large Office,98103.0,6,LAKE UNION,Commercial,Missing,Missing,73.0,1,28,0.7691241305381596,0.2308758694618404,0.7778127040162488,0.0,0.0,124071.0,41357.0,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,5.232949885950335,15.423219276203469
521,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,Commercial,Missing,Missing,84.0,1,16,0.5941333333333333,0.40586666666666665,1.0,0.0,0.0,90000.0,22500.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,5.045015357208806,15.175907199393837
522,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,Commercial,Parking,Missing,70.0,2,15,0.6490144833977156,0.35098551660228444,0.6479732614196021,0.35098551660228444,0.0,96041.0,32013.667,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,4.898537505528939,15.504391429027633
523,NonResidential,Large Office,98103.0,6,LAKE UNION,Commercial,Parking,Commercial,96.0,4,17,0.5912933295842424,0.4087066704157576,0.5430688681897942,0.33418992941980447,0.026694476378947667,280957.0,93652.333,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,4.830964813453484,16.24256861461691
524,NonResidential,Large Office,98103.0,6,LAKE UNION,Commercial,Parking,Missing,89.0,2,17,0.5765819819671727,0.4234180180328273,0.5712107638061266,0.1008860249697946,0.0,243334.0,60833.5,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,4.906404496186484,15.973282110720557
526,NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,Commercial,Parking,Missing,95.0,2,34,0.6890172817996644,0.31098271820033563,0.6226520964911157,0.27775913091379595,0.0,390295.0,78059.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,6.093410512880639,15.854635966737625
527,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Commercial,Missing,87.0,2,49,1.0,0.0,0.7777777777777778,0.2222222222222222,0.0,90000.0,45000.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.2736167225295505,14.172588583154843
528,NonResidential,Retail Store,98108.0,2,GREATER DUWAMISH,Retail,Missing,Missing,,1,50,1.0,0.0,1.0,0.0,0.0,50200.0,50200.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.229634521010375,13.861880653270767
529,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,Commercial,Retail,Parking,,5,91,0.9340657003392426,0.0659342996607574,0.5741920389650442,0.2631416630331905,0.04785554007635617,94033.0,15672.167,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,8.0311640412186,15.375379793266351
530,NonResidential,Warehouse,98107.0,6,BALLARD,Warehouse,Missing,Missing,100.0,1,75,1.0,0.0,1.0,0.0,0.0,63240.0,31620.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.880005717621383,12.335203069144178
532,NonResidential,Other,98107.0,6,BALLARD,Parking,Retail,Missing,,2,8,0.43489774490582866,0.5651022550941713,0.5651022550941713,0.4049444201827986,0.0,322869.0,64573.8,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,7.013668797179152,16.653731636479538
533,NonResidential,Self-Storage Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,Other,Parking,Missing,,2,28,0.8204047799958555,0.17959522000414452,1.0,0.06754008273660135,0.0,130293.0,32573.25,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,5.57411246084744,13.050941084046105
534,NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,Warehouse,Missing,Missing,94.0,1,19,1.0,0.0,1.0,0.0,0.0,106041.0,26510.25,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,6.362978551926984,13.932354486130556
536,NonResidential,Self-Storage Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,60,1.0,0.0,1.0,0.0,0.0,94470.0,31490.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.665164956798806,13.816308114831225
538,NonResidential,Large Office,98104.0,2,DOWNTOWN,Commercial,Parking,Other,88.0,3,14,0.7898334562506192,0.21016654374938082,0.8301870177331118,0.1483042918313208,0.011860600790339803,181694.0,18169.4,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,0.7937567765212514,15.848644644749916
540,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,33.0,1,50,1.0,0.0,1.0,0.0,0.0,22780.0,22780.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,6.527169878424538,12.90433748973192
543,NonResidential,Distribution Center,98168.0,2,GREATER DUWAMISH,Warehouse,Parking,Missing,62.0,2,49,1.0,0.0,0.9996063371681985,0.0,0.0,124472.0,124472.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.162840185430528,15.51383131177226
774,NonResidential,Large Office,98104.0,7,DOWNTOWN,Commercial,Parking,Missing,95.0,2,46,0.5668934240362812,0.4331065759637188,1.0,0.34227968886779514,0.0,227556.0,10343.455,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.2326693291142638,15.954802421767894
544,NonResidential,Distribution Center,98168.0,2,GREATER DUWAMISH,Warehouse,Parking,Missing,72.0,2,49,1.0,0.0,0.9970638170378507,0.0,0.0,50065.0,50065.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.162840185430528,14.240458797890929
545,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,26.0,1,47,1.0,0.0,1.0,0.0,0.0,57540.0,57540.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.673795784636354,14.764341275002979
546,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,49.0,1,50,1.0,0.0,1.0,0.0,0.0,85400.0,85400.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,6.419487603429419,14.245342534557048
547,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,63.0,1,50,1.0,0.0,1.0,0.0,0.0,55700.0,55700.0,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,6.35377928452887,13.161213048268394
548,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,Commercial,Parking,Missing,96.0,2,52,1.0,0.0,0.9907793427230047,0.0,0.0,53250.0,53250.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,6.296340130856988,14.400063249206152
549,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Missing,Missing,98.0,1,29,0.6386643278421802,0.3613356721578198,1.0,0.0,0.0,78672.0,13112.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.3994717380373642,14.59470733022996
550,NonResidential,Warehouse,98133.0,5,NORTHWEST,Warehouse,Missing,Missing,89.0,1,30,1.0,0.0,1.0,0.0,0.0,64660.0,21553.333,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,11.89473602063245,12.693160750458514
552,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,25.0,1,48,1.0,0.0,1.0046202946597558,0.0,0.0,161678.0,161678.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.015357345847679,16.05165997135313
553,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,1.0,1,67,1.0,0.0,1.0,0.0,0.0,101101.0,101101.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,4.16594585410719,16.897229270938787
554,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,80.0,1,36,1.0,0.0,1.1309752342576929,0.0,0.0,52613.0,52613.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,3.9997490791148453,13.8751551703165
555,NonResidential,Other,98134.0,2,GREATER DUWAMISH,Other,Commercial,Missing,,2,76,1.0,0.0,0.8009468626342566,0.2035048049745619,0.0,56608.0,56608.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.2658288959735975,15.4436128030241
556,NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,Warehouse,Commercial,Parking,,3,63,1.0,0.0,0.9606240213642783,0.039375978635721766,0.0,104099.0,104099.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,4.429145957167536,16.68881646351032
557,NonResidential,Supermarket / Grocery Store,98103.0,5,NORTHWEST,Retail,Parking,Missing,41.0,2,13,0.8719579265777533,0.12804207342224666,0.8889385398047573,0.0,0.0,58184.0,58184.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,9.767637018078112,16.50439581240878
558,NonResidential,Supermarket / Grocery Store,98155.0,5,NORTH,Retail,Missing,Missing,37.0,1,36,1.0,0.0,0.7597640218878249,0.0,0.0,58480.0,58480.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,14.208551236247002,16.218351399434447
561,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Retail,95.0,3,11,0.6293436293436293,0.37065637065637064,0.6473923373923374,0.01356994356994357,0.0,336700.0,56116.667,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,1.56985791250291,16.019260134450274
562,NonResidential,Retail Store,98109.0,7,LAKE UNION,Retail,Missing,Missing,42.0,1,20,0.39398048543983516,0.6060195145601649,0.37446971303899884,0.0,0.0,264008.0,66002.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.5406093311103564,16.111846968543286
563,NonResidential,Small- and Mid-Sized Office,98144.0,3,CENTRAL,Commercial,Parking,Other,32.0,3,102,1.0,0.0,0.9751848280295725,0.22147219543555127,0.021279331404693024,62220.0,31110.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,2.189719564884233,15.510071390374987
564,NonResidential,Small- and Mid-Sized Office,98144.0,3,GREATER DUWAMISH,Commercial,Other,Missing,89.0,2,46,1.0,0.0,0.9281980742778542,0.12443833104080697,0.0,65430.0,65430.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,2.07917559492996,14.97272078866908
565,NonResidential,Large Office,98105.0,4,NORTHEAST,Commercial,Parking,Missing,26.0,2,10,0.5851011829113305,0.4148988170886695,0.8184084465734676,0.1815915534265324,0.0,102290.0,34096.667,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,6.937603349397464,15.61767759673028
566,NonResidential,Other,98122.0,3,CENTRAL,Other,Missing,Missing,,1,90,1.0,0.0,0.935753212339383,0.0,0.0,80004.0,26668.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,1.902880811811289,16.31957624563627
568,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Commercial,Missing,92.0,2,25,1.0,0.0,0.8135689499746848,0.1864310500253152,0.0,323916.0,161958.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,4.696516054137046,15.89795577160156
570,NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,Commercial,Parking,Commercial,,3,38,0.6344791239679101,0.36552087603208994,0.5883351876793348,0.29894009486443757,0.033671019499912164,85385.0,21346.25,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,3.8246567199841603,15.395527383673613
571,NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,Warehouse,Commercial,Missing,94.0,2,27,1.0,0.0,0.651840365624745,0.34391577572839305,0.0,98024.0,49012.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,7.709554388516076,14.502808414535307
573,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Missing,62.0,2,26,0.5391947320730703,0.46080526792692966,0.5431235431235432,0.4610127755528349,0.0,144573.0,28914.6,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,2.0826871887209264,15.451598385733563
574,NonResidential,Retail Store,98125.0,5,NORTH,Retail,Missing,Missing,97.0,1,66,1.0,0.0,1.0,0.0,0.0,302812.0,151406.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,11.284885459117925,15.802127334885366
575,NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,Commercial,Missing,Missing,53.0,1,42,1.0,0.0,0.9050925925925926,0.0,0.0,86400.0,17280.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,11.257412269718202,16.021587283613915
576,NonResidential,Other,98125.0,5,North,Retail,Missing,Missing,,1,47,1.0,0.0,1.0,0.0,0.0,0.0,49269.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,11.52089900814651,15.511207356004032
577,NonResidential,Small- and Mid-Sized Office,98144.0,5,NORTHWEST,Commercial,Parking,Missing,56.0,2,35,1.0,0.0,1.0,0.0,0.0,86483.0,14413.833,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,11.24414974481939,15.665733491860651
578,NonResidential,Distribution Center,98106.0,1,DELRIDGE,Warehouse,Commercial,Missing,75.0,2,40,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,51600.0,51600.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.476223418123406,13.932888289273723
579,NonResidential,Warehouse,98106.0,1,DELRIDGE,Warehouse,Missing,Missing,61.0,1,48,1.0,0.0,1.0,0.0,0.0,140520.0,140520.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.721721753333266,14.615498008804943
580,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Missing,95.0,2,30,0.5950113290354414,0.4049886709645586,0.5949853598997591,0.43036051652610874,0.0,154029.0,30805.8,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.8715555578612895,15.349448221785124
581,NonResidential,Other,98133.0,5,NORTHWEST,Parking,Commercial,Missing,,2,11,0.4317598847882118,0.5682401152117882,0.5682401152117882,0.4317598847882118,0.0,161789.0,53929.667,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,11.418364477300562,15.756209653031496
582,NonResidential,Medical Office,98133.0,5,NORTHWEST,Commercial,Retail,Missing,,2,11,1.0,0.0,0.9493185623308141,0.050681437669185876,0.0,63909.0,21303.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,11.838893462308427,15.376966424613306
583,NonResidential,Warehouse,98103.0,5,NORTHWEST,Warehouse,Commercial,Missing,,2,68,1.0,0.0,0.8760846798324357,0.18763090963494913,0.0,53472.0,26736.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,10.25551435929751,13.786243037046205
584,NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,Warehouse,Missing,Missing,14.0,1,36,1.0,0.0,1.0,0.0,0.0,50417.0,50417.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,8.813903186649878,14.429290885742637
23854,NonResidential,Restaurant,98101.0,7,DOWNTOWN,Food Service,Missing,Missing,,1,116,1.0,0.0,1.0,0.0,0.0,43728.0,43728.0,Zero_elec,Zero_Steam,High_gas,Zero_elec,Zero_steam,Low_gas,Zero_elec,Zero_steam,Low_gas,0.6785246736800986,16.258556131907284
585,NonResidential,Medical Office,98133.0,5,NORTHWEST,Commercial,Missing,Missing,21.0,1,55,1.0,0.0,1.0,0.0,0.0,133298.0,44432.667,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,10.92944799424233,16.56540590998367
586,NonResidential,Retail Store,98125.0,5,NORTH,Retail,Missing,Missing,78.0,1,51,1.0,0.0,1.0266102870969465,0.0,0.0,168619.0,84309.5,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,11.284885459117925,15.680494079041672
589,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Missing,91.0,2,16,0.5941382153111407,0.4058617846888592,0.5911248827358786,0.40589021235466355,0.0,175885.0,43971.25,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,2.0241375609432626,15.685214920606796
590,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,93.0,1,47,1.0,0.0,1.0,0.0,0.0,104786.0,52393.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,5.04213153483405,13.843493240140107
592,NonResidential,Other,98134.0,2,GREATER DUWAMISH,Other,Missing,Missing,,1,16,0.21568627450980393,0.7843137254901961,0.9695889894419306,0.0,0.0,53040.0,53040.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,5.37845091802219,14.386506206115296
594,NonResidential,Other,98134.0,2,GREATER DUWAMISH,Other,Missing,Missing,,1,43,1.0,0.0,1.0,0.0,0.0,0.0,110689.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,5.425315002908641,14.66558253122548
595,NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,Commercial,Missing,Missing,86.0,1,68,1.0,0.0,1.0,0.0,0.0,53620.0,53620.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,5.548656040463031,14.537709737605454
596,NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,Commercial,Missing,Missing,62.0,1,78,1.0,0.0,1.0,0.0,0.0,50008.0,50008.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,5.556979279946162,14.979353003534788
597,NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Missing,98.0,2,7,0.65596065609803,0.34403934390196994,0.6685784542682089,0.38189273841250654,0.0,291176.0,72794.0,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,3.3841910981466627,15.711231990331338
598,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,Warehouse,Commercial,Missing,63.0,2,59,1.0,0.0,0.8640226628895185,0.1359773371104816,0.0,50832.0,50832.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.526752981368588,14.752005111155329
599,NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,70.0,1,45,1.0,0.0,1.0017287895853524,0.0,0.0,76354.0,76354.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.973291430377806,14.860382525628097
600,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,Warehouse,Missing,Missing,65.0,1,60,1.0,0.0,1.0,0.0,0.0,98480.0,98480.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,4.523149432892587,14.85634065004513
603,NonResidential,Other,98102.0,3,LAKE UNION,Other,Parking,Missing,,2,96,0.624336661071355,0.37566333892864506,0.624336661071355,0.37566333892864506,0.0,169785.0,56595.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,2.7883035970462613,16.768096105652834
604,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Food Service,Parking,58.0,4,45,1.0,0.0,0.8626774961714547,0.1250791767224445,0.0962147513249573,124721.0,11338.273,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,2.7054853596742863,16.447268598180077
605,NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,Commercial,Parking,Missing,70.0,2,46,1.0,0.0,0.9989681070615519,0.33348226633475886,0.0,94002.0,13428.857,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,3.1167486369070727,15.549329248561316
