OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,TotalUseTypeNumber,BuildingAge,LargestPropertyUseTypeGFA_log,PropertyGFABuilding(s)_log,PropertyGFATotal_log,ThirdLargestPropertyUseTypeGFA_log,SecondLargestPropertyUseTypeGFA_log,Building(s)_Proportion,Parking_Proportion,LargestPropertyUse_Proportion,SecondLargestPropertyUse_Proportion,ThirdLargestPropertyUse_Proportion,GFAPerBuilding,GFAPerFloor,ElectricityUseCategory_PrimaryPropertyType,SteamUseCategory_PrimaryPropertyType,NaturalGasUseCategory_PrimaryPropertyType,ElectricityUseCategory_BuildingType,SteamUseCategory_BuildingType,NaturalGasUseCategory_BuildingType,ElectricityUseCategory_AgeGroup,SteamUseCategory_AgeGroup,NaturalGasUseCategory_AgeGroup,DistanceToCenter,TotalGHGEmissions_log
1,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,60.0,1,89,11.390023097868895,11.390023097868895,11.390023097868895,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88434.0,7369.5,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.8000502801282303,5.525373254682162
2,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Food Service,61.0,3,20,11.33715440673783,11.39079172872657,11.547974025246633,8.438799123988225,9.620129451564402,0.8545468590077825,0.1454531409922175,0.8099183129598517,0.1454531409922175,0.04462854604793079,103566.0,9415.091,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,0.7870765132003066,5.6932606471966185
3,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,43.0,1,47,13.536449880916702,13.540274708933826,13.770629294080045,0.0,0.0,0.7942517074395206,0.20574829256047944,0.791219629540534,0.0,0.0,956110.0,23319.756,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,High_steam,Medium_gas,0.9701094014976077,7.6450533072773705
5,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,56.0,1,90,11.023877640745798,11.023877640745798,11.023877640745798,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61320.0,6132.0,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.9441393453426473,5.660979352330892
8,NonResidential,Hotel,98121.0,7,DOWNTOWN,Lodging,Parking,Other,75.0,3,36,11.723559092466278,11.640271517759631,12.075855753873482,0.0,11.127410032169685,0.6468846110035311,0.3531153889964688,0.7030698257204693,0.38733910468162663,0.0,175580.0,9754.444,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.0480915783667253,6.226556431938032
9,Nonresidential COS,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,17,11.394490967158449,11.003615358893612,11.48544120936798,0.0,0.0,0.6176506866211661,0.382349313378834,0.9130622481703807,0.0,0.0,97288.0,48644.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,1.1645352602472578,5.713105546117053
10,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,27.0,1,90,11.306552989656216,11.326704314635162,11.326704314635162,0.0,0.0,1.0,0.0,0.9800501156515035,0.0,0.0,83008.0,7546.182,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.8579480024178852,5.176940380381437
11,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,90,11.540170913860424,11.540170913860424,11.540170913860424,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102761.0,12845.125,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.7881029529701082,5.404972044416576
12,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,43.0,1,112,12.007530239208668,12.007530239208668,12.007530239208668,0.0,0.0,1.0,0.0,1.0,0.0,0.0,163984.0,10932.267,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,0.36466678110580003,5.974216653698429
15,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,30.0,1,47,11.804736501505687,11.804736501505687,11.9392645217297,0.0,0.0,0.8741275634454797,0.12587243655452035,0.8741275634454797,0.0,0.0,153163.0,13923.909,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,High_steam,Medium_gas,0.1741979923549935,6.539961607594982
16,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,36.0,1,18,12.726772359619336,12.51361616707751,12.716429159281265,0.0,0.0,0.8164303551276202,0.18356964487237976,1.0103969073402645,0.0,0.0,333176.0,13327.04,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,High_elec,Medium_steam,High_gas,0.13368098560982344,6.609308811083168
17,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,48.0,1,88,11.082296383198514,11.082296383198514,11.082296383198514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65009.0,7223.222,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.1345812813958709,5.796756594662978
18,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Missing,58.0,2,36,12.596464724140818,12.462082145801965,12.66334874732981,0.0,10.961295207644392,0.8176938269104168,0.18230617308958322,0.9353034638172887,0.18230617308958322,0.0,315952.0,9574.303,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Medium_steam,Medium_gas,0.21016375993614167,6.476387576550862
19,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Missing,35.0,2,94,11.11826675682705,11.112313560992032,11.431617790897278,0.0,10.134638955251866,0.7266514806378133,0.2733485193621868,0.7309903460245146,0.2733485193621868,0.0,92190.0,8380.909,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Low_elec,Extreme_high_steam,Low_gas,0.15226185761955002,6.239086053829017
21,Nonresidential COS,Other,98154.0,7,DOWNTOWN,Other,Parking,Commercial,,3,12,12.80741698836436,12.779875885354993,12.928781055513184,6.980075940561763,10.799595985047786,0.8616504854368932,0.1383495145631068,0.8857111650485436,0.11893203883495146,0.0026067961165048546,412000.0,37454.545,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,High_elec,Medium_steam,Zero_gas,0.07275978028168079,5.206092422505519
22,NonResidential,Other,98104.0,7,DOWNTOWN,Recreation,Commercial,Other,,3,86,11.407576060361786,11.55129966608712,11.55129966608712,0.0,10.596659732783579,1.0,0.0,0.8661258192106707,0.38494480853807583,0.0,103911.0,17318.5,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Extreme_high_steam,Medium_gas,0.0971939499110217,6.075024140206913
23,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Parking,Missing,31.0,2,33,12.760905585289162,12.71072525539031,12.939118194198793,0.0,11.350418300109132,0.7958110026640659,0.20418899733593415,0.8367641088591601,0.20418899733593415,0.0,416281.0,14867.179,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.11997432203580115,6.6894624438984165
25,NonResidential,Hotel,98104.0,7,DOWNTOWN,Lodging,Missing,Missing,39.0,1,100,11.555534661493144,11.555534661493144,11.555534661493144,0.0,0.0,1.0,0.0,1.0,0.0,0.0,104352.0,10435.2,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Low_elec,Extreme_high_steam,Low_gas,0.2715806660934113,5.858847022493143
26,NonResidential,Other,98104.0,7,DOWNTOWN,Other,Missing,Missing,76.0,1,100,13.194034525770327,13.199992713700011,13.199992713700011,0.0,0.0,1.0,0.0,0.9940595158783033,0.0,0.0,540360.0,54036.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.41234868254011725,7.143846644402559
27,NonResidential,Other,98104.0,3,DOWNTOWN,Other,Missing,Missing,,1,31,12.861712644003578,12.861712644003578,12.861712644003578,0.0,0.0,1.0,0.0,1.0,0.0,0.0,385274.0,20277.579,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.3853948480280994,7.43864820089824
29,NonResidential,Hotel,98105.0,4,NORTHEAST,Lodging,Parking,Missing,84.0,2,15,10.968318971901319,10.968318971901319,11.391808126699964,0.0,10.32833036107053,0.6547543796279574,0.34524562037204265,0.6547543796279574,0.34524562037204265,0.0,88592.0,14765.333,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,6.03597845001104,4.510969390589264
30,NonResidential,University,98121.0,7,DOWNTOWN,Education,Missing,Missing,,1,88,11.736077016252437,11.748740394204184,11.748740394204184,0.0,0.0,1.0,0.0,0.9874163658338139,0.0,0.0,126593.0,18084.714,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.3664782306688315,5.963682166095531
31,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Missing,Missing,,1,86,11.115800481137065,11.115800481137065,11.115800481137065,0.0,0.0,1.0,0.0,1.0,0.0,0.0,67224.0,33612.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.9832821723552617,2.315501318260592
32,NonResidential,Hotel,98101.0,7,EAST,Lodging,Parking,Retail,,4,25,11.632280597567725,11.762718736879195,11.974625968475259,8.412054873292933,10.645448706505872,0.8090385439511961,0.19096145604880385,0.7101010864907106,0.2646903123345686,0.028359676321560917,158676.0,19834.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,0.7859917021142739,5.55129152782092
33,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,57.0,1,15,11.76686976543715,11.80250074417462,12.054476200865155,0.0,0.0,0.7772625184736947,0.22273748152630538,0.7500552756217053,0.0,0.0,171866.0,17186.6,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.3071688954444172,5.797970813310776
35,NonResidential,Hotel,98121.0,7,DOWNTOWN,Lodging,Missing,Missing,57.0,1,38,10.778852117797637,10.863048479640058,11.13328890939415,0.0,0.0,0.7631925157140769,0.2368074842859231,0.7015640988159626,0.0,0.0,68410.0,13682.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.2740359698081973,4.863217453310182
38,NonResidential,Small- and Mid-Sized Office,98070.0,4,LAKE UNION,Commercial,Education,Other,,4,110,10.61996055839957,11.376681826100373,11.376681826100373,8.36822903827628,9.806646201086572,1.0,0.0,0.46919621370126746,0.20802869519378422,0.04935710847791708,87262.0,29087.333,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,6.438555285482413,5.06745661408942
40,NonResidential,Hotel,98105.0,4,NORTHEAST,Lodging,Missing,Missing,29.0,1,22,11.312912331044872,11.312912331044872,11.312912331044872,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81871.0,20467.75,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,7.0622879003744625,5.375278407684165
41,NonResidential,Self-Storage Facility,98105.0,4,NORTHEAST,Other,Missing,Missing,,1,61,10.17450656409137,11.611475844199505,11.611475844199505,0.0,0.0,1.0,0.0,0.2376400014498532,0.0,0.0,110356.0,55178.0,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,6.74074725838361,1.5953389880545987
46,NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,Warehouse,Warehouse,Commercial,,3,55,13.331003865890963,13.478772686065135,13.478772686065135,11.170449240431308,12.52815976788113,1.0,0.0,0.8626303222960531,0.3865031963534264,0.09942654688801911,238031.667,357047.5,Low_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,11.033893075110885,5.74569187773341
50,SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,Education,Missing,Missing,97.0,1,26,10.914852072639958,10.914852072639958,10.914852072639958,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54986.0,27493.0,Medium_elec,Zero_Steam,Medium_gas,Low_elec,Zero_steam,Medium_gas,High_elec,Zero_steam,High_gas,7.118672956517063,3.4803165861147547
52,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,Commercial,Warehouse,Missing,57.0,2,55,10.925704639950524,11.460589521950299,11.460589521950299,0.0,10.579361404425617,1.0,0.0,0.5857323498419389,0.4142676501580611,0.0,94900.0,47450.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,7.719558196604915,4.8794630213208565
53,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,Commercial,Education,Missing,83.0,2,116,10.840168974058017,10.869615519257454,10.869615519257454,0.0,8.968268810776454,1.0,0.0,0.9709822278037827,0.14935114358564525,0.0,52554.0,26277.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Low_gas,3.2705797270317225,4.441002839774179
54,NonResidential,K-12 School,98103.0,6,NORTHWEST,Education,Missing,Missing,95.0,1,62,12.072632677297742,12.072632677297742,12.072632677297742,0.0,0.0,1.0,0.0,1.0,0.0,0.0,175015.0,58338.333,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Medium_gas,9.200520935690125,5.516850305304563
55,NonResidential,Self-Storage Facility,98121.0,7,DOWNTOWN,Other,Other,Commercial,,3,105,10.556853863084228,11.164601270548886,11.164601270548886,8.258422462458876,10.247006332425306,1.0,0.0,0.5445697447085824,0.3994701498880798,0.054670897911767206,70586.0,23528.667,Low_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,1.6523321732864127,3.8379458020318302
56,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Missing,Missing,67.0,1,47,12.761769335251394,11.745948057467846,12.713525588195903,0.0,0.0,0.3800006020288372,0.6199993979711628,1.049426567532585,0.0,0.0,332210.0,13842.083,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.3747902463246201,5.691473698188603
57,NonResidential,Large Office,98101.0,7,DOWNTOWN,Commercial,Retail,Commercial,78.0,3,43,11.54600234336302,12.03240949630686,12.03240949630686,6.202535517187923,11.092504067078258,1.0,0.0,0.6148291348184278,0.3906611545668144,0.0029325164322041458,168115.0,33623.0,High_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,0.659465630825373,4.211831257677767
58,NonResidential,Other,98101.0,7,DOWNTOWN,Other,Other,Other,,4,96,10.854141063037792,10.958304681204567,10.958304681204567,0.0,8.645058562414134,1.0,0.0,0.9010761301107474,0.09892386988925263,0.0,57428.0,28714.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.655903564412712,3.5339784928959737
59,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,Commercial,Retail,Missing,14.0,2,106,10.461616521417985,10.992066340225865,10.992066340225865,0.0,8.515992470839718,1.0,0.0,0.5883333333333334,0.08405723905723905,0.0,59400.0,7425.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Low_elec,Zero_steam,Zero_gas,0.6466605635135613,3.5934692693092782
62,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Food Service,71.0,3,86,11.333703100713947,11.391796839062748,11.49918144717797,8.517393171418904,9.214730720277476,0.8981791268730863,0.10182087312691364,0.8474866678832856,0.10182087312691364,0.050692458989800675,98634.0,4931.7,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.7016476485367688,4.0975062255596795
63,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Other,63.0,3,34,13.809706748397092,13.650068536864499,13.809706748397092,0.0,11.67563087707904,0.8524519921304511,0.14754800786954894,1.0,0.11835302732214055,0.0,994212.0,29241.529,High_elec,High_steam,High_gas,Medium_elec,Medium_steam,Low_gas,Medium_elec,Medium_steam,Medium_gas,0.5282085835778653,7.804895810683244
65,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Parking,Retail,98.0,4,31,10.629610022590025,11.172559658233004,11.172559658233004,9.170039075202657,9.527411329321751,1.0,0.0,0.5810260014054813,0.19297259311314124,0.13498243148278286,71150.0,10164.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,0.8122363666065935,4.908085639080461
66,NonResidential,Hotel,98101.0,7,DOWNTOWN,Lodging,Other,Retail,99.0,3,108,11.389185974808175,11.718401867230671,11.718401867230671,8.987321812850125,10.183049243755137,1.0,0.0,0.7194853839263904,0.21537334093314878,0.06514127514046088,122810.0,17544.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.9017584548679631,5.430134791168223
67,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,86.0,2,57,11.165181945422688,11.165181945422688,11.636681736391475,0.0,10.658364626228009,0.6240622763379958,0.3759377236620042,0.6240622763379958,0.3759377236620042,0.0,113173.0,22634.6,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.7664428229655116,4.982167230116731
68,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Food Service,Missing,84.0,1,16,11.585692538521108,11.658920117504168,11.921412668610715,0.0,8.006700845440367,0.7691305590450174,0.23086944095498263,0.714821239855636,0.019939781858786466,0.0,150453.0,21493.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.730376252157303,5.30305612089521
69,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,80.0,1,19,11.390656130909488,11.386239162597649,11.663936936922068,0.0,10.250652418696085,0.7575236457437661,0.24247635425623387,0.7608770421324161,0.24333619948409285,0.0,116300.0,19383.333,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.76793660311545,5.096139981042732
70,NonResidential,Hotel,98119.0,7,MAGNOLIA / QUEEN ANNE,Lodging,Missing,Missing,81.0,1,18,11.955063170746223,11.685693195625964,11.955063170746223,0.0,0.0,0.7638590763614863,0.23614092363851363,1.0,0.0,0.0,155602.0,25933.667,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.579808266538041,5.035392945221982
73,NonResidential,K-12 School,98136.0,3,EAST,Education,Missing,Missing,76.0,1,105,10.934409692234288,10.934409692234288,10.934409692234288,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56072.0,18690.667,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,3.623288565422267,4.9927428412546675
77,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,Lodging,Parking,Missing,94.0,2,17,11.26513055021489,11.26513055021489,11.719476112310662,0.0,10.712014884136147,0.6348603406484359,0.36513965935156417,0.6348603406484359,0.36513965935156417,0.0,122942.0,30735.5,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.3089168491763554,5.151208501509824
82,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,Commercial,Missing,Missing,71.0,1,54,10.914815699745034,10.914815699745034,10.914815699745034,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54984.0,27492.0,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.7048034385549709,4.488411625377895
86,NonResidential,Hotel,98109.0,7,LAKE UNION,Lodging,Parking,Missing,74.0,2,8,11.056777402494934,11.056777402494934,11.339809407255666,0.0,9.939481912759504,0.7534927410437202,0.2465072589562798,0.7534927410437202,0.2465072589562798,0.0,84103.0,14017.167,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.5211467811956036,4.22038966907276
89,NonResidential,Medical Office,98122.0,3,EAST,Commercial,Missing,Missing,48.0,1,51,12.095224880194644,12.095224880194644,12.095224880194644,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59671.333,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.060590891428601,6.068055149269695
95,NonResidential,Hotel,98104.0,3,EAST,Lodging,Missing,Missing,71.0,1,108,11.246770023062728,11.246770023062728,11.246770023062728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76631.0,10947.286,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,Low_elec,Zero_steam,Low_gas,0.4957606721919087,5.575001684790276
98,NonResidential,Retail Store,98109.0,7,LAKE UNION,Retail,Missing,Missing,96.0,1,87,11.185434773248893,10.973717513311941,10.973717513311941,0.0,0.0,1.0,0.0,1.2358024691358025,0.0,0.0,58320.0,29160.0,Medium_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,1.8525123151562095,3.6903783302376723
100,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Other,96.0,4,6,12.475439259302137,12.664468539937253,12.664468539937253,9.625095526991439,11.923225532468443,1.0,0.0,0.8277617244061131,0.47651957281872614,0.04786188058399145,316306.0,63261.2,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.0324045723525637,4.940570419647969
102,NonResidential,Hotel,98109.0,3,LAKE UNION,Lodging,Parking,Missing,37.0,2,26,12.370692616294138,12.380437632607672,12.552721495745804,0.0,10.850074678641633,0.8417396407448129,0.15826035925518714,0.8335766784627187,0.18219774236998124,0.0,282863.0,40409.0,High_elec,Zero_Steam,High_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.2500131827650556,6.268812152435704
103,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,12.81584093453868,12.871337193291367,12.871337193291367,0.0,0.0,1.0,0.0,0.9460154241645244,0.0,0.0,389000.0,389000.0,Medium_elec,Medium_steam,Medium_gas,Medium_elec,Extreme_high_steam,Medium_gas,Medium_elec,Medium_steam,Medium_gas,2.4099546791383806,6.410848996804957
104,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,11.082157933374816,11.420963673053087,11.420963673053087,0.0,0.0,1.0,0.0,0.7126177189654983,0.0,0.0,91213.0,91213.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Medium_steam,Zero_gas,2.4099546791383806,5.844123959209273
106,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,78,12.537176929007302,12.889386638375425,12.889386638375425,0.0,0.0,1.0,0.0,0.7031319035055607,0.0,0.0,396085.0,79217.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,High_steam,Zero_gas,2.4099546791383806,6.691090693765636
107,NonResidential,Large Office,98109.0,7,LAKE UNION,Commercial,Parking,Other,91.0,3,6,13.302686271535393,13.255722255149015,13.255722255149015,10.173667349851767,12.64658309538114,1.0,0.0,1.048084378702989,0.5438180102882927,0.04586324166986097,571329.0,47610.75,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,1.6884967156192274,6.427329527607229
110,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,54,10.859018228147887,10.859018228147887,10.859018228147887,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52000.0,26000.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Medium_steam,Zero_gas,2.4195049252546657,4.6330771392411
111,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,88,11.58989576532275,11.013649552432474,11.013649552432474,0.0,0.0,1.0,0.0,1.7793594306049823,0.0,0.0,60696.0,60696.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,2.4195049252546657,1.9615022438151495
112,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,Other,Missing,Missing,,1,88,12.598118111678868,12.476286788157395,12.476286788157395,0.0,0.0,1.0,0.0,1.129564049334473,0.0,0.0,262048.0,131024.0,Medium_elec,Medium_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,Medium_elec,Extreme_high_steam,Zero_gas,2.4484523379974927,6.197929785369379
113,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Commercial,Warehouse,,5,30,10.734242182303689,11.06490248157219,11.101054885563546,8.423321975806166,8.552946361122055,0.9644927536231884,0.035507246376811595,0.6929347826086957,0.07821557971014492,0.06870471014492753,0.0,33120.0,Medium_elec,Zero_Steam,Zero_gas,Medium_elec,Zero_steam,Zero_gas,High_elec,Zero_steam,Zero_gas,2.3163146208390604,3.402529826895934
114,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Other,93.0,3,6,13.50023115832039,13.332449247047506,13.732779824116589,8.699681400989514,12.128192181854649,0.6700981318664607,0.3299018681335393,0.7925109548358784,0.20097154241047666,0.0065175027536449135,920598.0,153433.0,High_elec,Zero_Steam,Medium_gas,Medium_elec,Zero_steam,Low_gas,High_elec,Zero_steam,High_gas,2.2035821835407625,6.514846015317764
115,NonResidential,Small- and Mid-Sized Office,98033.0,7,MAGNOLIA / QUEEN ANNE,Commercial,Parking,Other,68.0,3,46,10.790287679843225,10.825442214034721,11.241300451833114,7.786136437783072,9.973712997425626,0.6597693306916143,0.3402306693083857,0.6369779433954837,0.28150053140540326,0.03156941729101334,76213.0,19053.25,Medium_elec,Zero_Steam,Low_gas,Medium_elec,Zero_steam,Low_gas,Medium_elec,Zero_steam,Medium_gas,2.536040736015477,3.907211448430924
